Node,Feature,Threshold,Value
1037,-2,-2.0,"[[0.0, 698.8814210891724, 0.0]]"
1038,1,9.26194715499878,"[[10.125168323516846, 1272.3599972724915, 1354.9155673980713]]"
1039,-2,-2.0,"[[0.0, 53.55883026123047, 875.9471685886383]]"
1040,0,11.0,"[[10.125168323516846, 1218.801167011261, 478.968398809433]]"
1041,-2,-2.0,"[[0.0, 1032.87198472023, 33.88632392883301]]"
1042,1,11.748875141143799,"[[10.125168323516846, 185.92918229103088, 445.0820748806]]"
1043,-2,-2.0,"[[4.961301326751709, 18.74153184890747, 420.206627368927]]"
1044,-2,-2.0,"[[5.163866996765137, 167.1876504421234, 24.875447511672974]]"
1045,1,8.68496036529541,"[[0.0, 4310.350448608398, 646.8339800834656]]"
1046,0,9.5,"[[0.0, 478.9734933376312, 352.44531869888306]]"
1047,-2,-2.0,"[[0.0, 463.4891769886017, 0.0]]"
1048,-2,-2.0,"[[0.0, 15.484316349029541, 352.44531869888306]]"
1049,0,10.5,"[[0.0, 3831.376955270767, 294.3886613845825]]"
1050,-2,-2.0,"[[0.0, 2898.8748757839203, 13.833142757415771]]"
1051,1,11.277383804321289,"[[0.0, 932.5020794868469, 280.55551862716675]]"
1052,-2,-2.0,"[[0.0, 16.66390895843506, 242.38930749893188]]"
1053,-2,-2.0,"[[0.0, 915.8381705284119, 38.16621112823486]]"
1054,4,0.0,"[[3444.6723440885544, 364473.05665403605, 23639.370244145393]]"
1055,2,8.415231227874756,"[[0.0, 242602.32754027843, 4238.194036066532]]"
1056,1,24.929168701171875,"[[0.0, 21471.038116812706, 2141.6804973483086]]"
1057,1,19.044185638427734,"[[0.0, 20609.553245544434, 542.3445006608963]]"
1058,-2,-2.0,"[[0.0, 15779.906156659126, 22.19780468940735]]"
1059,3,1.6912092566490173,"[[0.0, 4829.647088885307, 520.146695971489]]"
1060,-2,-2.0,"[[0.0, 3716.3646030426025, 51.87949788570404]]"
1061,2,7.007925510406494,"[[0.0, 1113.2824858427048, 468.2671980857849]]"
1062,-2,-2.0,"[[0.0, 231.69069528579712, 366.5473117828369]]"
1063,-2,-2.0,"[[0.0, 881.5917905569077, 101.719886302948]]"
1064,1,27.717208862304688,"[[0.0, 861.4848712682724, 1599.3359966874123]]"
1065,0,25.0,"[[0.0, 809.4064702987671, 645.7350788116455]]"
1066,-2,-2.0,"[[0.0, 14.723730206489563, 308.45749175548553]]"
1067,-2,-2.0,"[[0.0, 794.6827400922775, 337.27758705616]]"
1068,-2,-2.0,"[[0.0, 52.07840096950531, 953.6009178757668]]"
1069,1,14.423052310943604,"[[0.0, 221131.28942346573, 2096.5135387182236]]"
1070,2,19.366572380065918,"[[0.0, 29784.867060661316, 1692.6407716274261]]"
1071,2,18.840914726257324,"[[0.0, 27269.906023025513, 110.71597957611084]]"
1072,-2,-2.0,"[[0.0, 25666.074535369873, 10.236069679260254]]"
1073,-2,-2.0,"[[0.0, 1603.8314876556396, 100.47990989685059]]"
1074,4,-1.5088920593261719,"[[0.0, 2514.961037635803, 1581.9247920513153]]"
1075,-2,-2.0,"[[0.0, 2190.8779706954956, 211.66945695877075]]"
1076,1,13.58316707611084,"[[0.0, 324.0830669403076, 1370.2553350925446]]"
1077,-2,-2.0,"[[0.0, 48.02101135253906, 1072.1823449134827]]"
1078,-2,-2.0,"[[0.0, 276.06205558776855, 298.0729901790619]]"
1079,2,11.043035984039307,"[[0.0, 191346.4223628044, 403.8727670907974]]"
1080,1,27.48941993713379,"[[0.0, 26967.21414422989, 363.6181274652481]]"
1081,-2,-2.0,"[[0.0, 25685.603583157063, 51.54579758644104]]"
1082,-2,-2.0,"[[0.0, 1281.6105610728264, 312.07232987880707]]"
1083,-2,-2.0,"[[0.0, 164379.20821857452, 40.254639625549316]]"
1084,3,1.58909273147583,"[[3444.6723440885544, 121870.72911375761, 19401.17620807886]]"
1085,0,13.5,"[[3122.302440047264, 50853.329797804356, 14562.233438789845]]"
1086,-2,-2.0,"[[0.0, 6226.299561500549, 124.90248942375183]]"
1087,1,13.513310432434082,"[[3122.302440047264, 44627.030236303806, 14437.330949366093]]"
1088,0,15.5,"[[155.31836700439453, 278.0823783874512, 1170.9929632544518]]"
1089,-2,-2.0,"[[0.0, 278.0823783874512, 1066.0554094910622]]"
1090,-2,-2.0,"[[155.31836700439453, 0.0, 104.93755376338959]]"
1091,0,20.5,"[[2966.9840730428696, 44348.947857916355, 13266.337986111641]]"
1092,1,19.433226585388184,"[[281.0236724615097, 23102.83488178253, 6137.685601770878]]"
1093,0,15.5,"[[281.0236724615097, 19230.238097667694, 6069.083631694317]]"
1094,1,14.55002212524414,"[[0.0, 7398.716649055481, 872.5916273593903]]"
1095,4,1.298597514629364,"[[0.0, 3883.7548356056213, 862.0245893001556]]"
1096,-2,-2.0,"[[0.0, 1782.5493462085724, 11.704469203948975]]"
1097,3,1.2661771774291992,"[[0.0, 2101.205489397049, 850.3201200962067]]"
1098,-2,-2.0,"[[0.0, 486.957640171051, 632.1926026344299]]"
1099,-2,-2.0,"[[0.0, 1614.247849225998, 218.12751746177673]]"
1100,-2,-2.0,"[[0.0, 3514.9618134498596, 10.56703805923462]]"
1101,1,15.447546005249023,"[[281.0236724615097, 11831.521448612213, 5196.492004334927]]"
1102,2,11.494507789611816,"[[147.69657611846924, 884.1863709688187, 1783.007869720459]]"
1103,1,14.560924530029297,"[[84.22673201560974, 841.9868553876877, 478.01026725769043]]"
1104,-2,-2.0,"[[61.93571674823761, 5.000941276550293, 245.87129759788513]]"
1105,0,16.5,"[[22.29101526737213, 836.9859141111374, 232.1389696598053]]"
1106,-2,-2.0,"[[0.0, 836.9859141111374, 109.19398605823517]]"
1107,-2,-2.0,"[[22.29101526737213, 0.0, 122.94498360157013]]"
1108,-2,-2.0,"[[63.4698441028595, 42.19951558113098, 1304.9976024627686]]"
1109,0,17.5,"[[133.32709634304047, 10947.335077643394, 3413.4841346144676]]"
1110,-2,-2.0,"[[0.0, 5466.397598385811, 371.30852591991425]]"
1111,0,19.5,"[[133.32709634304047, 5480.937479257584, 3042.1756086945534]]"
1112,1,18.1862735748291,"[[39.87105107307434, 4562.3415113687515, 1751.9798359274864]]"
1113,2,13.808539867401123,"[[39.87105107307434, 2424.6661952733994, 1699.6309811472893]]"
1114,1,16.213716506958008,"[[34.161677837371826, 2060.5815333127975, 733.8909612298012]]"
1115,-2,-2.0,"[[13.939470767974854, 18.785285115242004, 202.19981402158737]]"
1116,4,1.4715497493743896,"[[20.222207069396973, 2041.7962481975555, 531.6911472082138]]"
1117,-2,-2.0,"[[0.0, 1311.311908364296, 70.79442512989044]]"
1118,-2,-2.0,"[[20.222207069396973, 730.4843398332596, 460.89672207832336]]"
1119,-2,-2.0,"[[5.709373235702515, 364.0846619606018, 965.7400199174881]]"
1120,-2,-2.0,"[[0.0, 2137.675316095352, 52.348854780197144]]"
1121,4,1.6766910552978516,"[[93.45604526996613, 918.5959678888321, 1290.195772767067]]"
1122,2,16.12157154083252,"[[15.666106224060059, 857.7018640041351, 738.5704317688942]]"
1123,-2,-2.0,"[[11.2259840965271, 850.7688994407654, 403.71588093042374]]"
1124,-2,-2.0,"[[4.440122127532959, 6.932964563369751, 334.85455083847046]]"
1125,-2,-2.0,"[[77.78993904590607, 60.89410388469696, 551.6253409981728]]"
1126,-2,-2.0,"[[0.0, 3872.5967841148376, 68.60197007656097]]"
1127,1,20.243412971496582,"[[2685.96040058136, 21246.112976133823, 7128.652384340763]]"
1128,4,1.3610440492630005,"[[763.7921873927116, 545.8475242853165, 1144.099681377411]]"
1129,-2,-2.0,"[[112.42295891046524, 429.49550437927246, 471.6463768482208]]"
1130,-2,-2.0,"[[651.3692284822464, 116.352019906044, 672.4533045291901]]"
1131,0,25.5,"[[1922.1682131886482, 20700.265451848507, 5984.552702963352]]"
1132,1,23.038432121276855,"[[274.6509162783623, 10253.167021751404, 2043.8255978822708]]"
1133,0,23.5,"[[274.6509162783623, 4769.071798324585, 1874.8343888521194]]"
1134,2,17.69453525543213,"[[17.94385862350464, 3907.1095556020737, 893.8788293004036]]"
1135,-2,-2.0,"[[17.94385862350464, 3515.6496757268906, 457.9568640589714]]"
1136,1,21.73939037322998,"[[0.0, 391.4598798751831, 435.9219652414322]]"
1137,-2,-2.0,"[[0.0, 40.41933631896973, 408.92051088809967]]"
1138,-2,-2.0,"[[0.0, 351.0405435562134, 27.00145435333252]]"
1139,1,22.38876724243164,"[[256.70705765485764, 861.9622427225113, 980.9555595517159]]"
1140,-2,-2.0,"[[230.37298077344894, 219.85459351539612, 708.530285358429]]"
1141,-2,-2.0,"[[26.33407688140869, 642.1076492071152, 272.4252741932869]]"
1142,-2,-2.0,"[[0.0, 5484.095223426819, 168.99120903015137]]"
1143,1,25.745694160461426,"[[1647.517296910286, 10447.098430097103, 3940.7271050810814]]"
1144,1,23.981026649475098,"[[1420.638232409954, 1646.2734550237656, 1607.9995180368423]]"
1145,-2,-2.0,"[[879.6730724573135, 92.10019445419312, 475.9163277745247]]"
1146,0,27.5,"[[540.9651599526405, 1554.1732605695724, 1132.0831902623177]]"
1147,-2,-2.0,"[[57.00778156518936, 1454.0363553762436, 680.3545182347298]]"
1148,-2,-2.0,"[[483.9573783874512, 100.13690519332886, 451.7286720275879]]"
1149,0,28.5,"[[226.87906450033188, 8800.824975073338, 2332.727587044239]]"
1150,0,26.5,"[[10.429013788700104, 5575.783754646778, 644.9547480940819]]"
1151,-2,-2.0,"[[0.0, 2313.4661779403687, 23.444639921188354]]"
1152,1,27.06684684753418,"[[10.429013788700104, 3262.3175767064095, 621.5101081728935]]"
1153,-2,-2.0,"[[10.429013788700104, 867.3013834953308, 473.99237048625946]]"
1154,-2,-2.0,"[[0.0, 2395.0161932110786, 147.51773768663406]]"
1155,1,28.404884338378906,"[[216.45005071163177, 3225.0412204265594, 1687.7728389501572]]"
1156,2,14.120164394378662,"[[215.70901942253113, 507.45173329114914, 1028.4354771971703]]"
1157,-2,-2.0,"[[27.262041091918945, 91.42024946212769, 777.6718006134033]]"
1158,4,1.1980022192001343,"[[188.44697833061218, 416.03148382902145, 250.76367658376694]]"
1159,-2,-2.0,"[[0.0, 312.19851768016815, 32.29528820514679]]"
1160,-2,-2.0,"[[188.44697833061218, 103.8329661488533, 218.46838837862015]]"
1161,2,13.721380710601807,"[[0.741031289100647, 2717.5894871354103, 659.3373617529869]]"
1162,4,1.5905764698982239,"[[0.0, 681.9134920835495, 519.3633823394775]]"
1163,-2,-2.0,"[[0.0, 207.98156988620758, 465.41395485401154]]"
1164,-2,-2.0,"[[0.0, 473.9319221973419, 53.949427485466]]"
1165,-2,-2.0,"[[0.741031289100647, 2035.6759950518608, 139.97397941350937]]"
1166,3,1.7844746708869934,"[[322.3699040412903, 71017.39931595325, 4838.942769289017]]"
1167,2,16.580811500549316,"[[285.98684668540955, 30597.469439268112, 3595.194740653038]]"
1168,-2,-2.0,"[[188.63008952140808, 25042.83790796995, 2095.695994436741]]"
1169,1,24.211467742919922,"[[97.35675716400146, 5554.631531298161, 1499.4987462162971]]"
1170,-2,-2.0,"[[51.7550807595253, 3792.158591747284, 1429.7675718069077]]"
1171,-2,-2.0,"[[45.601676404476166, 1762.4729395508766, 69.7311744093895]]"
1172,-2,-2.0,"[[36.38305735588074, 40419.92987668514, 1243.7480286359787]]"
